Date,O_Price_KRW,O_TR_KRW,AAPL_Price_KRW,AAPL_TR_KRW,005930.KS_Price_KRW,005930.KS_TR_KRW,S&P 500,KOSPI,Total_PR,Total_TR
2023-03-30,6958193.520804495,7021129.907259012,2091950.318372082,2095182.6812168912,2983031.25,3001081.250000004,4050.830078125,2453.159912109375,12033175.089176577,12117393.838475907
2023-03-31,7008414.771652222,7105165.188131849,2107398.4730529785,2110654.705509208,3020791.2109375,3039069.6923839934,4109.31005859375,2476.860107421875,12136604.4556427,12254889.586025052
2023-04-03,7006803.640776873,7103531.815767051,2138337.8021636605,2141641.8403144055,2978311.328125,2996332.7683873735,4124.509765625,2472.340087890625,12123452.771065533,12241506.42446883
2023-04-04,7017248.609877378,7114120.976549057,2135585.1099391654,2138884.8947861916,3001911.328125,3020075.5694391564,4100.60009765625,2480.510009765625,12154745.047941543,12273081.440774405
2023-04-05,7026074.7107771225,7123068.920827907,2118511.2776403874,2121784.6809712485,3016071.09375,3034321.0142770475,4090.3798828125,2495.2099609375,12160657.08216751,12279174.616076201
2023-04-06,7030684.748843685,7127742.599977005,2136322.2800704837,2139623.2039509383,2940551.3671875,2958344.3260033843,4105.02001953125,2459.22998046875,12107558.396101668,12225710.129931327
2023-04-07,7030684.748843685,7127742.599977005,2136322.2800704837,2139623.2039509383,3067991.2109375,3086555.294487558,4105.02001953125,2490.409912109375,12234998.239851668,12353921.098415501
2023-04-10,7035611.382503156,7132737.245287318,2100986.4976361394,2104232.8226720467,3101031.25,3119795.2552589164,4109.10986328125,2512.080078125,12237629.130139295,12356765.32321828
2023-04-11,7002631.156745553,7099301.731039864,2093644.3891115114,2096879.3695382331,3110470.703125,3129291.825495548,4108.93994140625,2547.860107421875,12206746.248982064,12325472.926073646
2023-04-12,6988730.540967314,7085209.218747265,2086439.769573547,2089663.6178312586,3115190.8203125,3134040.5036024926,4091.949951171875,2550.639892578125,12190361.13085336,12308913.340181015
2023-04-13,6948600.537343603,7044525.224714819,2158802.5360620394,2162138.1951575563,3119910.9375,3138789.181709438,4146.22021484375,2561.659912109375,12227314.010905642,12345452.601581814
